Rk,Player,G,RushingAtt,RushingYds,RushingAvg,RushingTD,ReceivingRec,ReceivingYds,ReceivingAvg,ReceivingTD,ScrimmagePlays,ScrimmageYds,ScrimmageAvg,ScrimmageTD,Season
1,James Aldridge,11.0,121.0,463.0,3.8,0.0,5.0,30.0,6.0,0.0,126,493,3.9,0,2007
2,Armando Allen,12.0,86.0,348.0,4.0,0.0,24.0,124.0,5.2,1.0,110,472,4.3,1,2007
3,Jimmy Clausen,10.0,62.0,-187.0,-3.0,2.0,,,,,62,-187,-3.0,2,2007
4,Robert Hughes,11.0,53.0,294.0,5.5,4.0,3.0,17.0,5.7,0.0,56,311,5.6,4,2007
5,Evan Sharpley,8.0,38.0,-95.0,-2.5,0.0,,,,,38,-95,-2.5,0,2007
6,Travis Thomas,12.0,27.0,58.0,2.1,5.0,1.0,-1.0,-1.0,0.0,28,57,2.0,5,2007
7,Demetrius Jones,1.0,12.0,28.0,2.3,0.0,,,,,12,28,2.3,0,2007
8,Asaph Schwapp,12.0,12.0,14.0,1.2,0.0,3.0,27.0,9.0,0.0,15,41,2.7,0,2007
9,Junior Jabbie,12.0,10.0,35.0,3.5,0.0,14.0,123.0,8.8,0.0,24,158,6.6,0,2007
10,Tom Zbikowski,12.0,3.0,0.0,0.0,0.0,,,,,3,0,0.0,0,2007
11,Luke Schmidt,11.0,2.0,6.0,3.0,0.0,3.0,16.0,5.3,0.0,5,22,4.4,0,2007
12,Golden Tate,12.0,1.0,4.0,4.0,0.0,6.0,131.0,21.8,1.0,7,135,19.3,1,2007
13,Geoff Price,9.0,1.0,-12.0,-12.0,0.0,,,,,1,-12,-12.0,0,2007
14,John Carlson,12.0,,,,,40.0,372.0,9.3,3.0,40,372,9.3,3,2007
15,Duval Kamara,11.0,,,,,32.0,357.0,11.2,4.0,32,357,11.2,4,2007
16,Robby Parris,12.0,,,,,29.0,361.0,12.4,1.0,29,361,12.4,1,2007
17,David Grimes,10.0,,,,,27.0,224.0,8.3,2.0,27,224,8.3,2,2007
18,George West,12.0,,,,,21.0,172.0,8.2,0.0,21,172,8.2,0,2007
19,Will Yeatman,12.0,,,,,6.0,37.0,6.2,0.0,6,37,6.2,0,2007
20,D.J. Hord,6.0,,,,,2.0,7.0,3.5,0.0,2,7,3.5,0,2007
21,Mike Ragone,11.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0,2007
1,Armando Allen,13.0,134.0,585.0,4.4,3.0,50.0,355.0,7.1,2.0,184,940,5.1,5,2008
2,Robert Hughes,12.0,112.0,382.0,3.4,4.0,14.0,93.0,6.6,0.0,126,475,3.8,4,2008
3,James Aldridge,12.0,91.0,357.0,3.9,3.0,3.0,1.0,0.3,0.0,94,358,3.8,3,2008
4,Jimmy Clausen,13.0,54.0,-73.0,-1.4,0.0,,,,,54,-73,-1.4,0,2008
5,Jonas Gray,8.0,21.0,90.0,4.3,0.0,,,,,21,90,4.3,0,2008
6,Golden Tate,13.0,5.0,37.0,7.4,1.0,58.0,1080.0,18.6,10.0,63,1117,17.7,11,2008
7,Evan Sharpley,3.0,4.0,1.0,0.3,0.0,,,,,4,1,0.3,0,2008
8,Harrison Smith,13.0,2.0,58.0,29.0,0.0,,,,,2,58,29.0,0,2008
9,David Grimes,11.0,2.0,15.0,7.5,0.0,35.0,321.0,9.2,3.0,37,336,9.1,3,2008
10,Asaph Schwapp,13.0,1.0,2.0,2.0,0.0,2.0,13.0,6.5,0.0,3,15,5.0,0,2008
11,Eric Maust,13.0,1.0,-8.0,-8.0,0.0,,,,,1,-8,-8.0,0,2008
12,Michael Floyd,11.0,,,,,48.0,719.0,15.0,7.0,48,719,15.0,7,2008
13,Kyle Rudolph,13.0,,,,,29.0,340.0,11.7,2.0,29,340,11.7,2,2008
14,Duval Kamara,13.0,,,,,20.0,206.0,10.3,1.0,20,206,10.3,1,2008
15,Robby Parris,6.0,,,,,9.0,50.0,5.6,0.0,9,50,5.6,0,2008
16,Will Yeatman,3.0,,,,,2.0,6.0,3.0,0.0,2,6,3.0,0,2008
17,George West,5.0,,,,,1.0,6.0,6.0,0.0,1,6,6.0,0,2008
1,Armando Allen,9.0,142.0,697.0,4.9,3.0,28.0,216.0,7.7,0.0,170,913,5.4,3,2009
2,Robert Hughes,11.0,88.0,416.0,4.7,5.0,19.0,193.0,10.2,0.0,107,609,5.7,5,2009
3,Jimmy Clausen,12.0,59.0,-95.0,-1.6,3.0,,,,,59,-95,-1.6,3,2009
4,Jonas Gray,8.0,34.0,119.0,3.5,0.0,4.0,54.0,13.5,0.0,38,173,4.6,0,2009
5,Theo Riddick,12.0,29.0,160.0,5.5,0.0,6.0,43.0,7.2,0.0,35,203,5.8,0,2009
6,Golden Tate,12.0,25.0,186.0,7.4,2.0,93.0,1496.0,16.1,15.0,118,1682,14.3,17,2009
7,James Aldridge,6.0,6.0,17.0,2.8,0.0,,,,,6,17,2.8,0,2009
8,Dayne Crist,4.0,5.0,16.0,3.2,0.0,,,,,5,16,3.2,0,2009
9,John Goodman,9.0,2.0,14.0,7.0,0.0,6.0,104.0,17.3,1.0,8,118,14.8,1,2009
10,Duval Kamara,12.0,1.0,10.0,10.0,0.0,23.0,218.0,9.5,1.0,24,228,9.5,1,2009
11,Michael Floyd,7.0,1.0,8.0,8.0,0.0,44.0,795.0,18.1,9.0,45,803,17.8,9,2009
12,Eric Maust,10.0,1.0,4.0,4.0,0.0,,,,,1,4,4.0,0,2009
13,Roby Toma,3.0,,,,,3.0,21.0,7.0,0.0,3,21,7.0,0,2009
14,Kyle Rudolph,10.0,,,,,33.0,364.0,11.0,3.0,33,364,11.0,3,2009
15,Robby Parris,11.0,,,,,25.0,227.0,9.1,1.0,25,227,9.1,1,2009
16,Shaquelle Evans,6.0,,,,,7.0,61.0,8.7,0.0,7,61,8.7,0,2009
17,Mike Ragone,12.0,,,,,6.0,60.0,10.0,0.0,6,60,10.0,0,2009
18,Robby Toma,3.0,,,,,3.0,21.0,7.0,0.0,3,21,7.0,0,2009
19,Bobby Burger,10.0,,,,,2.0,10.0,5.0,0.0,2,10,5.0,0,2009
20,Deion Walker,5.0,,,,,1.0,15.0,15.0,0.0,1,15,15.0,0,2009
21,Paul Duncan,12.0,,,,,1.0,5.0,5.0,0.0,1,5,5.0,0,2009
1,Cierre Wood,13.0,119.0,603.0,5.1,3.0,20.0,170.0,8.5,2.0,139,773,5.6,5,2010
2,Armando Allen,8.0,107.0,514.0,4.8,2.0,17.0,138.0,8.1,0.0,124,652,5.3,2,2010
3,Robert Hughes,13.0,68.0,300.0,4.4,2.0,7.0,67.0,9.6,0.0,75,367,4.9,2,2010
4,Dayne Crist,9.0,52.0,74.0,1.4,4.0,,,,,52,74,1.4,4,2010
5,Jonas Gray,7.0,20.0,100.0,5.0,0.0,1.0,13.0,13.0,0.0,21,113,5.4,0,2010
6,Tommy Rees,9.0,12.0,-2.0,-0.2,0.0,,,,,12,-2,-0.2,0,2010
7,Theo Riddick,9.0,11.0,29.0,2.6,0.0,40.0,414.0,10.4,3.0,51,443,8.7,3,2010
8,Nate Montana,3.0,9.0,25.0,2.8,0.0,,,,,9,25,2.8,0,2010
9,Bennett Jackson,13.0,1.0,20.0,20.0,0.0,,,,,1,20,20.0,0,2010
10,Michael Floyd,12.0,1.0,9.0,9.0,0.0,79.0,1025.0,13.0,12.0,80,1034,12.9,12,2010
11,T.J. Jones,12.0,,,,,23.0,306.0,13.3,3.0,23,306,13.3,3,2010
12,Kyle Rudolph,6.0,,,,,28.0,328.0,11.7,3.0,28,328,11.7,3,2010
13,Tyler Eifert,11.0,,,,,27.0,352.0,13.0,2.0,27,352,13.0,2,2010
14,John Goodman,13.0,,,,,15.0,146.0,9.7,0.0,15,146,9.7,0,2010
15,Robby Toma,8.0,,,,,14.0,187.0,13.4,0.0,14,187,13.4,0,2010
16,Duval Kamara,9.0,,,,,11.0,112.0,10.2,3.0,11,112,10.2,3,2010
17,Mike Ragone,12.0,,,,,3.0,32.0,10.7,0.0,3,32,10.7,0,2010
1,Cierre Wood,13.0,217.0,1102.0,5.1,9.0,27.0,189.0,7.0,0.0,244,1291,5.3,9,2011
2,Jonas Gray,11.0,114.0,791.0,6.9,12.0,6.0,38.0,6.3,0.0,120,829,6.9,12,2011
3,Tommy Rees,13.0,31.0,-56.0,-1.8,0.0,,,,,31,-56,-1.8,0,2011
4,Andrew Hendrix,5.0,25.0,162.0,6.5,1.0,,,,,25,162,6.5,1,2011
5,Theo Riddick,11.0,14.0,63.0,4.5,0.0,38.0,436.0,11.5,3.0,52,499,9.6,3,2011
6,George Atkinson,13.0,9.0,27.0,3.0,2.0,1.0,10.0,10.0,0.0,10,37,3.7,2,2011
7,George Atkinson III,13.0,9.0,27.0,3.0,2.0,1.0,10.0,10.0,0.0,10,37,3.7,2,2011
8,Dayne Crist,4.0,5.0,-16.0,-3.2,0.0,,,,,5,-16,-3.2,0,2011
9,Cam McDaniel,8.0,3.0,9.0,3.0,0.0,,,,,3,9,3.0,0,2011
10,Michael Floyd,13.0,2.0,13.0,6.5,1.0,100.0,1147.0,11.5,9.0,102,1160,11.4,10,2011
11,Robby Toma,13.0,1.0,12.0,12.0,0.0,19.0,207.0,10.9,1.0,20,219,11.0,1,2011
12,John Goodman,13.0,1.0,2.0,2.0,0.0,7.0,65.0,9.3,0.0,8,67,8.4,0,2011
13,T.J. Jones,13.0,,,,,38.0,366.0,9.6,3.0,38,366,9.6,3,2011
14,Tyler Eifert,13.0,,,,,63.0,803.0,12.7,5.0,63,803,12.7,5,2011
15,Mike Ragone,2.0,,,,,1.0,10.0,10.0,0.0,1,10,10.0,0,2011
16,Alex Welch,10.0,,,,,1.0,8.0,8.0,0.0,1,8,8.0,0,2011
17,Ben Koyack,12.0,,,,,1.0,5.0,5.0,0.0,1,5,5.0,0,2011
1,Theo Riddick,13.0,190.0,917.0,4.8,5.0,36.0,370.0,10.3,2.0,226,1287,5.7,7,2012
2,Cierre Wood,11.0,114.0,742.0,6.5,4.0,5.0,25.0,5.0,0.0,119,767,6.4,4,2012
3,Everett Golson,12.0,94.0,298.0,3.2,6.0,,,,,94,298,3.2,6,2012
4,George Atkinson III,12.0,51.0,361.0,7.1,5.0,2.0,4.0,2.0,0.0,53,365,6.9,5,2012
5,Cam McDaniel,12.0,23.0,125.0,5.4,1.0,2.0,41.0,20.5,0.0,25,166,6.6,1,2012
6,Andrew Hendrix,3.0,8.0,41.0,5.1,0.0,,,,,8,41,5.1,0,2012
7,Robby Toma,13.0,4.0,28.0,7.0,1.0,24.0,252.0,10.5,0.0,28,280,10.0,1,2012
8,Tommy Rees,12.0,4.0,-13.0,-3.3,1.0,,,,,4,-13,-3.3,1,2012
9,T.J. Jones,13.0,1.0,8.0,8.0,0.0,50.0,649.0,13.0,4.0,51,657,12.9,4,2012
10,Davonte' Neal,13.0,1.0,7.0,7.0,0.0,1.0,-5.0,-5.0,0.0,2,2,1.0,0,2012
11,Ben Turk,13.0,1.0,-16.0,-16.0,0.0,,,,,1,-16,-16.0,0,2012
12,Tyler Eifert,13.0,,,,,50.0,685.0,13.7,4.0,50,685,13.7,4,2012
13,Davaris Daniels,11.0,,,,,31.0,490.0,15.8,0.0,31,490,15.8,0,2012
14,John Goodman,10.0,,,,,7.0,159.0,22.7,3.0,7,159,22.7,3,2012
15,Daniel Smith,13.0,,,,,7.0,47.0,6.7,0.0,7,47,6.7,0,2012
16,Troy Niklas,13.0,,,,,5.0,75.0,15.0,1.0,5,75,15.0,1,2012
17,Ben Koyack,12.0,,,,,3.0,39.0,13.0,0.0,3,39,13.0,0,2012
18,Chris Brown,12.0,,,,,2.0,56.0,28.0,0.0,2,56,28.0,0,2012
19,Justin Ferguson,11.0,,,,,1.0,9.0,9.0,0.0,1,9,9.0,0,2012
1,Cam McDaniel,13.0,152.0,705.0,4.6,3.0,6.0,34.0,5.7,0.0,158,739,4.7,3,2013
2,George Atkinson III,12.0,93.0,555.0,6.0,3.0,7.0,51.0,7.3,0.0,100,606,6.1,3,2013
3,Tarean Folston,9.0,88.0,470.0,5.3,3.0,5.0,35.0,7.0,0.0,93,505,5.4,3,2013
4,Amir Carlisle,11.0,47.0,204.0,4.3,0.0,7.0,30.0,4.3,0.0,54,234,4.3,0,2013
5,Andrew Hendrix,6.0,16.0,26.0,1.6,1.0,,,,,16,26,1.6,1,2013
6,Tommy Rees,13.0,11.0,-56.0,-5.1,0.0,,,,,11,-56,-5.1,0,2013
7,T.J. Jones,13.0,9.0,67.0,7.4,2.0,70.0,1108.0,15.8,9.0,79,1175,14.9,11,2013
8,Greg Bryant,2.0,3.0,14.0,4.7,0.0,,,,,3,14,4.7,0,2013
9,William Fuller,6.0,2.0,8.0,4.0,0.0,6.0,160.0,26.7,1.0,8,168,21.0,1,2013
10,Davaris Daniels,13.0,2.0,-4.0,-2.0,0.0,49.0,745.0,15.2,7.0,51,741,14.5,7,2013
11,Troy Niklas,13.0,,,,,32.0,498.0,15.6,5.0,32,498,15.6,5,2013
12,Chris Brown,7.0,,,,,15.0,209.0,13.9,1.0,15,209,13.9,1,2013
13,Ben Koyack,5.0,,,,,10.0,171.0,17.1,3.0,10,171,17.1,3,2013
14,Corey Robinson,6.0,,,,,9.0,157.0,17.4,1.0,9,157,17.4,1,2013
15,C.J. Prosise,9.0,,,,,7.0,72.0,10.3,0.0,7,72,10.3,0,2013
16,James Onwualu,6.0,,,,,2.0,34.0,17.0,0.0,2,34,17.0,0,2013
17,Daniel Smith,2.0,,,,,1.0,9.0,9.0,0.0,1,9,9.0,0,2013
1,Tarean Folston,13.0,175.0,889.0,5.1,6.0,18.0,190.0,10.6,1.0,193,1079,5.6,7,2014
2,Everett Golson,13.0,114.0,283.0,2.5,8.0,,,,,114,283,2.5,8,2014
3,Cam McDaniel,13.0,77.0,278.0,3.6,4.0,9.0,76.0,8.4,0.0,86,354,4.1,4,2014
4,Greg Bryant,12.0,54.0,289.0,5.4,3.0,5.0,50.0,10.0,0.0,59,339,5.7,3,2014
5,Malik Zaire,5.0,33.0,187.0,5.7,2.0,,,,,33,187,5.7,2,2014
6,C.J. Prosise,13.0,10.0,126.0,12.6,1.0,29.0,516.0,17.8,2.0,39,642,16.5,3,2014
7,Amir Carlisle,12.0,7.0,46.0,6.6,0.0,23.0,309.0,13.4,3.0,30,355,11.8,3,2014
8,Torii Hunter Jr,5.0,2.0,13.0,6.5,0.0,7.0,65.0,9.3,1.0,9,78,8.7,1,2014
9,Chris Brown,13.0,1.0,5.0,5.0,0.0,39.0,548.0,14.1,1.0,40,553,13.8,1,2014
10,William Fuller,13.0,,,,,76.0,1094.0,14.4,15.0,76,1094,14.4,15,2014
11,Corey Robinson,12.0,,,,,40.0,539.0,13.5,5.0,40,539,13.5,5,2014
12,Ben Koyack,13.0,,,,,30.0,317.0,10.6,2.0,30,317,10.6,2,2014
13,Durham Smythe,1.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0,2014
1,C.J. Prosise,10.0,157.0,1029.0,6.6,11.0,26.0,308.0,11.8,1.0,183,1337,7.3,12,2015
2,DeShone Kizer,13.0,135.0,525.0,3.9,10.0,,,,,135,525,3.9,10,2015
3,Josh Adams,12.0,116.0,838.0,7.2,6.0,7.0,42.0,6.0,1.0,123,880,7.2,7,2015
4,Dexter Williams,6.0,21.0,81.0,3.9,1.0,,,,,21,81,3.9,1,2015
5,Malik Zaire,2.0,19.0,103.0,5.4,0.0,,,,,19,103,5.4,0,2015
6,Brandon Wimbush,2.0,7.0,96.0,13.7,1.0,,,,,7,96,13.7,1,2015
7,Amir Carlisle,12.0,6.0,38.0,6.3,0.0,31.0,351.0,11.3,1.0,37,389,10.5,1,2015
8,Torii Hunter Jr,13.0,5.0,16.0,3.2,0.0,28.0,363.0,13.0,2.0,33,379,11.5,2,2015
9,Tarean Folston,1.0,3.0,19.0,6.3,0.0,,,,,3,19,6.3,0,2015
10,Josh Anderson,1.0,2.0,0.0,0.0,0.0,,,,,2,0,0.0,0,2015
11,William Fuller,13.0,,,,,62.0,1258.0,20.3,14.0,62,1258,20.3,14,2015
12,Chris Brown,13.0,,,,,48.0,597.0,12.4,4.0,48,597,12.4,4,2015
13,Corey Robinson,11.0,,,,,16.0,200.0,12.5,1.0,16,200,12.5,1,2015
14,Alize Mack,6.0,,,,,13.0,190.0,14.6,0.0,13,190,14.6,0,2015
15,Nic Weishar,3.0,,,,,3.0,19.0,6.3,0.0,3,19,6.3,0,2015
16,Durham Smythe,3.0,,,,,3.0,18.0,6.0,1.0,3,18,6.0,1,2015
17,Equanimeous St. Brown,2.0,,,,,1.0,8.0,8.0,0.0,1,8,8.0,0,2015
18,Chase Hounshell,1.0,,,,,1.0,6.0,6.0,0.0,1,6,6.0,0,2015
19,C.J Sanders,12.0,,,,,1.0,0.0,0.0,0.0,1,0,0.0,0,2015
1,Josh Adams,12.0,158.0,933.0,5.9,5.0,21.0,193.0,9.2,1.0,179,1126,6.3,6,2016
2,DeShone Kizer,12.0,129.0,472.0,3.7,8.0,1.0,4.0,4.0,0.0,130,476,3.7,8,2016
3,Tarean Folston,10.0,77.0,334.0,4.3,2.0,8.0,66.0,8.3,0.0,85,400,4.7,2,2016
4,Dexter Williams,11.0,39.0,200.0,5.1,3.0,4.0,16.0,4.0,0.0,43,216,5.0,3,2016
5,Malik Zaire,8.0,20.0,34.0,1.7,0.0,,,,,20,34,1.7,0,2016
6,C.J Sanders,12.0,4.0,22.0,5.5,0.0,24.0,293.0,12.2,2.0,28,315,11.3,2,2016
7,Chase Claypool,8.0,1.0,9.0,9.0,0.0,5.0,81.0,16.2,0.0,6,90,15.0,0,2016
8,Josh Anderson,1.0,1.0,4.0,4.0,0.0,,,,,1,4,4.0,0,2016
9,Equanimeous St. Brown,12.0,,,,,58.0,961.0,16.6,9.0,58,961,16.6,9,2016
10,Torii Hunter Jr,8.0,,,,,38.0,521.0,13.7,3.0,38,521,13.7,3,2016
11,Kevin Stepherson,10.0,,,,,25.0,462.0,18.5,5.0,25,462,18.5,5,2016
12,Corey Holmes,6.0,,,,,11.0,96.0,8.7,0.0,11,96,8.7,0,2016
13,Chris Finke,10.0,,,,,10.0,122.0,12.2,2.0,10,122,12.2,2,2016
14,Durham Smythe,8.0,,,,,9.0,112.0,12.4,4.0,9,112,12.4,4,2016
15,Miles Boykin,6.0,,,,,6.0,81.0,13.5,1.0,6,81,13.5,1,2016
16,Nic Weishar,3.0,,,,,3.0,47.0,15.7,0.0,3,47,15.7,0,2016
17,Mike McGlinchey,1.0,,,,,1.0,-4.0,-4.0,0.0,1,-4,-4.0,0,2016
1,Josh Adams,13.0,206.0,1430.0,6.9,9.0,13.0,101.0,7.8,0.0,219,1531,7.0,9,2017
2,Brandon Wimbush,12.0,140.0,804.0,5.7,14.0,,,,,140,804,5.7,14,2017
3,Deon McIntosh,8.0,65.0,368.0,5.7,5.0,3.0,8.0,2.7,0.0,68,376,5.5,5,2017
4,Tony Jones Jr.,12.0,44.0,232.0,5.3,3.0,6.0,12.0,2.0,0.0,50,244,4.9,3,2017
5,Dexter Williams,9.0,39.0,360.0,9.2,4.0,2.0,13.0,6.5,1.0,41,373,9.1,5,2017
6,Ian Book,10.0,38.0,206.0,5.4,0.0,,,,,38,206,5.4,0,2017
7,C.J. Holmes,3.0,8.0,32.0,4.0,0.0,,,,,8,32,4.0,0,2017
8,Kevin Stepherson,7.0,5.0,76.0,15.2,0.0,19.0,359.0,18.9,5.0,24,435,18.1,5,2017
9,Cameron Smith,3.0,2.0,5.0,2.5,0.0,8.0,60.0,7.5,1.0,10,65,6.5,1,2017
10,Chase Claypool,11.0,2.0,-3.0,-1.5,0.0,29.0,402.0,13.9,2.0,31,399,12.9,2,2017
11,C.J Sanders,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0.0,0,2017
12,Equanimeous St. Brown,12.0,,,,,33.0,515.0,15.6,4.0,33,515,15.6,4,2017
13,Alize Mack,6.0,,,,,19.0,166.0,8.7,1.0,19,166,8.7,1,2017
14,Durham Smythe,10.0,,,,,15.0,244.0,16.3,1.0,15,244,16.3,1,2017
15,Miles Boykin,7.0,,,,,12.0,253.0,21.1,2.0,12,253,21.1,2,2017
16,Nic Weishar,5.0,,,,,9.0,52.0,5.8,2.0,9,52,5.8,2,2017
17,Chris Finke,13.0,,,,,6.0,102.0,17.0,0.0,6,102,17.0,0,2017
18,Cole Kmet,4.0,,,,,2.0,14.0,7.0,0.0,2,14,7.0,0,2017
19,Freddy Canteen,3.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0,2017
1,Dexter Williams,9.0,158.0,995.0,6.3,12.0,16.0,133.0,8.3,1.0,174,1128,6.5,13,2018
2,Ian Book,10.0,95.0,280.0,2.9,4.0,,,,,95,280,2.9,4,2018
3,Tony Jones Jr.,12.0,83.0,392.0,4.7,3.0,6.0,157.0,26.2,1.0,89,549,6.2,4,2018
4,Jafar Armstrong,10.0,72.0,383.0,5.3,7.0,14.0,159.0,11.4,0.0,86,542,6.3,7,2018
5,Brandon Wimbush,6.0,68.0,256.0,3.8,1.0,,,,,68,256,3.8,1,2018
6,Avery Davis,6.0,22.0,70.0,3.2,0.0,5.0,30.0,6.0,0.0,27,100,3.7,0,2018
7,Jahmir Smith,2.0,6.0,28.0,4.7,0.0,1.0,14.0,14.0,0.0,7,42,6.0,0,2018
8,Chris Finke,13.0,5.0,20.0,4.0,0.0,49.0,571.0,11.7,2.0,54,591,10.9,2,2018
9,Phil Jurkovec,2.0,2.0,9.0,4.5,0.0,,,,,2,9,4.5,0,2018
10,C'Bo Flemister,2.0,1.0,0.0,0.0,0.0,,,,,1,0,0.0,0,2018
11,Michael Young,7.0,1.0,-1.0,-1.0,0.0,7.0,138.0,19.7,1.0,8,137,17.1,1,2018
12,Miles Boykin,13.0,,,,,59.0,872.0,14.8,8.0,59,872,14.8,8,2018
13,Chase Claypool,13.0,,,,,50.0,639.0,12.8,4.0,50,639,12.8,4,2018
14,Alize Mack,12.0,,,,,36.0,360.0,10.0,3.0,36,360,10.0,3,2018
15,Cole Kmet,9.0,,,,,15.0,162.0,10.8,0.0,15,162,10.8,0,2018
16,Kevin Austin,4.0,,,,,5.0,90.0,18.0,0.0,5,90,18.0,0,2018
17,Nic Weishar,3.0,,,,,3.0,10.0,3.3,2.0,3,10,3.3,2,2018
18,Brock Wright,3.0,,,,,2.0,12.0,6.0,1.0,2,12,6.0,1,2018
1,Tony Jones Jr.,12.0,144.0,857.0,6.0,6.0,15.0,104.0,6.9,1.0,159,961,6.0,7,2019
2,Ian Book,13.0,112.0,546.0,4.9,4.0,,,,,112,546,4.9,4,2019
3,C'Bo Flemister,9.0,48.0,162.0,3.4,5.0,1.0,13.0,13.0,0.0,49,175,3.6,5,2019
4,Jafar Armstrong,8.0,46.0,122.0,2.7,1.0,13.0,97.0,7.5,0.0,59,219,3.7,1,2019
5,Jahmir Smith,10.0,42.0,180.0,4.3,2.0,2.0,12.0,6.0,0.0,44,192,4.4,2,2019
6,Phil Jurkovec,6.0,22.0,130.0,5.9,0.0,,,,,22,130,5.9,0,2019
7,Braden Lenzy,9.0,13.0,200.0,15.4,2.0,11.0,254.0,23.1,2.0,24,454,18.9,4,2019
8,Mick Assaf,3.0,9.0,34.0,3.8,0.0,,,,,9,34,3.8,0,2019
9,Lawrence Keys lll,9.0,6.0,45.0,7.5,0.0,13.0,134.0,10.3,0.0,19,179,9.4,0,2019
10,Avery Davis,6.0,6.0,10.0,1.7,0.0,10.0,124.0,12.4,2.0,16,134,8.4,2,2019
11,Brendon Clark,2.0,5.0,33.0,6.6,0.0,,,,,5,33,6.6,0,2019
12,Kyren Williams,2.0,4.0,26.0,6.5,0.0,1.0,3.0,3.0,0.0,5,29,5.8,0,2019
13,Chris Finke,11.0,2.0,2.0,1.0,0.0,41.0,456.0,11.1,4.0,43,458,10.7,4,2019
14,Michael Young,3.0,1.0,2.0,2.0,0.0,6.0,21.0,3.5,0.0,7,23,3.3,0,2019
15,Nolan Henry,1.0,1.0,1.0,1.0,0.0,,,,,1,1,1.0,0,2019
16,Chase Claypool,13.0,,,,,66.0,1037.0,15.7,13.0,66,1037,15.7,13,2019
17,Cole Kmet,10.0,,,,,43.0,515.0,12.0,6.0,43,515,12.0,6,2019
18,Tommy Tremble,9.0,,,,,16.0,183.0,11.4,4.0,16,183,11.4,4,2019
19,Javon McKinley,5.0,,,,,11.0,268.0,24.4,4.0,11,268,24.4,4,2019
20,Brock Wright,3.0,,,,,2.0,45.0,22.5,0.0,2,45,22.5,0,2019
21,George Takacs,2.0,,,,,2.0,12.0,6.0,1.0,2,12,6.0,1,2019
1,Kyren Williams,12.0,211.0,1125.0,5.3,13.0,35.0,313.0,8.9,1.0,246,1438,5.8,14,2020
2,Ian Book,12.0,116.0,485.0,4.2,9.0,,,,,116,485,4.2,9,2020
3,Chris Tyree,12.0,73.0,496.0,6.8,4.0,8.0,65.0,8.1,0.0,81,561,6.9,4,2020
4,C'Bo Flemister,9.0,58.0,299.0,5.2,5.0,2.0,36.0,18.0,0.0,60,335,5.6,5,2020
5,Jafar Armstrong,4.0,17.0,8.0,0.5,1.0,3.0,38.0,12.7,0.0,20,46,2.3,1,2020
6,Jahmir Smith,1.0,5.0,15.0,3.0,0.0,,,,,5,15,3.0,0,2020
7,Avery Davis,11.0,3.0,57.0,19.0,0.0,24.0,322.0,13.4,2.0,27,379,14.0,2,2020
8,Braden Lenzy,3.0,3.0,8.0,2.7,0.0,7.0,63.0,9.0,1.0,10,71,7.1,1,2020
9,Cameron Ekanayake,1.0,3.0,1.0,0.3,0.0,,,,,3,1,0.3,0,2020
10,Jay Bramblett,11.0,2.0,21.0,10.5,0.0,,,,,2,21,10.5,0,2020
11,Ben Skowronek,9.0,2.0,17.0,8.5,1.0,29.0,439.0,15.1,5.0,31,456,14.7,6,2020
12,Javon McKinley,11.0,1.0,15.0,15.0,0.0,42.0,717.0,17.1,3.0,43,732,17.0,3,2020
13,Tommy Tremble,10.0,1.0,4.0,4.0,0.0,19.0,218.0,11.5,0.0,20,222,11.1,0,2020
14,Drew Pyne,2.0,1.0,4.0,4.0,0.0,,,,,1,4,4.0,0,2020
15,Brendon Clark,1.0,1.0,-4.0,-4.0,0.0,,,,,1,-4,-4.0,0,2020
16,Michael Mayer,12.0,,,,,42.0,450.0,10.7,2.0,42,450,10.7,2,2020
17,Joe Wilkins,3.0,,,,,7.0,63.0,9.0,1.0,7,63,9.0,1,2020
18,Lawrence Keys lll,5.0,,,,,5.0,51.0,10.2,0.0,5,51,10.2,0,2020
19,George Takacs,3.0,,,,,3.0,30.0,10.0,0.0,3,30,10.0,0,2020
20,Brock Wright,3.0,,,,,3.0,21.0,7.0,0.0,3,21,7.0,0,2020
21,Kevin Austin,1.0,,,,,1.0,18.0,18.0,0.0,1,18,18.0,0,2020
22,Kevin Bauman,1.0,,,,,1.0,5.0,5.0,0.0,1,5,5.0,0,2020
